"customer_number","customer_key","full_name","age","age_group","customer_segment","total_orders","total_products","total_quantity","total_sales","last_order_date","recency","lifespan","avg_order_value","avg_monthly_spending"
"AW00013943","2944","Kelly Bryant","53","50+","New","1","3","3","37","2013-09-04","6","0","37","0.00"
"AW00013944","2945","Andrew Moore","59","50+","New","4","9","10","160","2014-01-06","2","11","40","14.55"
"AW00013945","2946","Yolanda Luo","59","50+","New","1","2","2","57","2013-03-15","11","0","57","0.00"
"AW00013946","2947","Jason Powell","60","50+","New","1","1","1","22","2014-01-14","1","0","22","0.00"
"AW00013947","2948","Megan Hughes","59","50+","New","2","5","5","4606","2013-06-26","8","6","2303","767.67"
"AW00013948","2949","Susan Ma","60","50+","New","2","4","4","4563","2013-06-18","8","6","2281","760.50"
"AW00013949","2950","Dwayne Ramos","59","50+","New","2","4","4","4549","2013-06-29","8","6","2274","758.17"
"AW00013950","2951","Meredith Hernandez","61","50+","New","1","2","2","24","2013-09-27","5","0","24","0.00"
"AW00013951","2952","Dylan Hughes","89","50+","New","1","2","2","57","2013-09-26","5","0","57","0.00"
"AW00013952","2953","Franklin Ye","44","40-49","New","2","4","4","82","2013-10-01","5","0","41","0.00"
"AW00013953","2954","Theresa Munoz","44","40-49","VIP","3","6","6","6840","2013-12-19","2","17","2280","402.35"
"AW00013954","2955","Eddie Ramos","40","40-49","New","3","4","4","128","2013-10-04","5","2","42","64.00"
"AW00013955","2956","Andres Raji","49","40-49","VIP","3","8","8","6888","2013-12-15","2","17","2296","405.18"
"AW00013956","2957","Dawn Ma","50","50+","New","2","4","4","82","2013-10-21","4","2","41","41.00"
"AW00013957","2958","Meredith Munoz","46","40-49","VIP","3","5","5","5645","2013-12-21","2","17","1881","332.06"
"AW00013958","2959","Diane Martin","51","50+","VIP","3","5","5","6839","2013-12-03","3","17","2279","402.29"
"AW00013959","2960","Ebony Carlson","50","50+","VIP","3","8","8","6858","2013-12-10","2","17","2286","403.41"
"AW00013960","2961","Lacey Kumar","52","50+","VIP","3","7","7","6871","2013-12-23","2","17","2290","404.18"
"AW00013961","2962","Shawna Raji","53","50+","New","2","5","5","137","2014-01-16","1","3","68","45.67"
"AW00013962","2963","Dawn Li","53","50+","New","2","5","5","90","2014-01-20","1","11","45","8.18"
"AW00013963","2964","Veronica Patel","52","50+","New","2","5","5","139","2014-01-13","1","8","69","17.38"
"AW00013964","2965","Jasmine Lewis","53","50+","VIP","3","5","5","6806","2013-12-17","2","17","2268","400.35"
"AW00013965","2966","Barry Sara","48","40-49","VIP","3","9","9","6872","2013-12-20","2","16","2290","429.50"
"AW00013966","2967","Darren Dominguez","53","50+","VIP","3","8","8","6842","2013-12-26","2","17","2280","402.47"
"AW00013967","2968","Glenn Zhang","54","50+","VIP","3","8","8","5722","2013-12-28","2","17","1907","336.59"
"AW00013968","2969","Lydia Sai","54","50+","VIP","3","8","9","5181","2013-12-22","2","17","1727","304.76"
"AW00013969","2970","Roy Martinez","46","40-49","New","2","3","3","77","2013-12-11","2","2","38","38.50"
"AW00013970","2971","Pedro Rana","51","50+","VIP","3","5","5","6843","2013-12-10","2","17","2281","402.53"
"AW00013971","2972","Bianca Zhao","51","50+","VIP","3","5","6","6772","2013-12-24","2","16","2257","423.25"
"AW00013972","2973","Eugene Liang","54","50+","New","2","3","3","77","2013-12-25","2","2","38","38.50"
"AW00013973","2974","Bethany Shan","55","50+","VIP","3","7","7","5185","2013-12-09","2","16","1728","324.06"
"AW00013974","2975","Tina Chandra","54","50+","VIP","3","7","7","5237","2013-12-01","3","16","1745","327.31"
"AW00013975","2976","Johnny Raje","49","40-49","VIP","3","5","5","5138","2013-12-18","2","15","1712","342.53"
"AW00013976","2977","Emmanuel Smith","51","50+","New","2","3","3","4512","2013-06-15","8","5","2256","902.40"
"AW00013977","2978","Alexandra Brown","51","50+","New","2","6","6","4788","2013-06-23","8","6","2394","798.00"
"AW00013978","2979","Zoe Peterson","51","50+","New","2","5","5","4775","2013-06-22","8","6","2387","795.83"
"AW00013979","2980","Chloe Jenkins","40","40-49","New","2","3","3","3282","2013-03-28","11","3","1641","1094.00"
"AW00013980","2981","Margaret Liu","39","30-39","New","1","2","2","57","2013-04-21","10","0","57","0.00"
"AW00013981","2982","Joy Carlson","75","50+","New","2","5","5","124","2013-07-20","7","2","62","62.00"
"AW00013982","2983","Clarence Chander","75","50+","New","2","2","2","60","2013-11-05","4","7","30","8.57"
"AW00013983","2984","Logan Collins","75","50+","New","2","8","8","180","2013-07-26","7","4","90","45.00"
"AW00013984","2985","Adrian Richardson","40","40-49","New","2","3","3","3282","2013-03-09","11","3","1641","1094.00"
"AW00013985","2986","Alexis Wood","40","40-49","New","1","2","2","31","2013-04-22","10","0","31","0.00"
"AW00013986","2987","Chloe Anderson","39","30-39","Regular","2","4","4","1893","2013-03-23","11","14","946","135.21"
"AW00013987","2988","Eduardo Collins","40","40-49","New","1","2","2","2330","2013-12-24","2","0","2330","0.00"
"AW00013988","2989","Miguel White","40","40-49","New","4","10","10","196","2013-10-02","5","2","49","98.00"
"AW00013989","2990","Chloe Bradley","41","40-49","New","1","2","2","46","2013-03-19","11","0","46","0.00"
"AW00013990","2991","Stephanie Wood","41","40-49","Regular","2","4","4","1893","2013-03-26","11","14","946","135.21"
"AW00013991","2992","Jack Hayes","41","40-49","New","1","2","2","86","2013-11-02","4","0","86","0.00"
"AW00013992","2993","Gregory Xie","41","40-49","Regular","2","4","4","1801","2013-04-12","10","15","900","120.07"
"AW00013993","2994","Zachary Patterson","41","40-49","Regular","2","3","3","1804","2013-04-06","11","14","902","128.86"
"AW00013994","2995","Isaac Cook","73","50+","Regular","2","4","4","4528","2013-09-10","5","12","2264","377.33"
"AW00013995","2996","Michele Black","72","50+","New","2","3","3","65","2013-11-17","3","6","32","10.83"
"AW00013996","2997","Marie Perez","66","50+","New","2","4","4","66","2013-06-30","8","1","33","66.00"
"AW00013997","2998","Raquel Hernandez","72","50+","Regular","2","5","5","4586","2013-12-25","2","16","2293","286.63"
"AW00013998","2999","Ethan Martin","70","50+","New","2","6","6","245","2013-10-22","4","8","122","30.63"
"AW00013999","3000","Elijah Gonzales","41","40-49","Regular","2","2","2","3295","2013-06-22","8","16","1647","205.94"
"AW00014000","3001","Terry Sharma","42","40-49","New","1","3","3","85","2013-07-27","7","0","85","0.00"
"AW00014001","3002","Hunter Hill","42","40-49","New","1","3","3","107","2013-08-08","6","0","107","0.00"
"AW00014002","3003","Jacqueline Reed","41","40-49","New","1","2","2","86","2013-03-15","11","0","86","0.00"
"AW00014003","3004","Angel Ramirez","41","40-49","Regular","2","5","5","1579","2013-09-30","5","20","789","78.95"
"AW00014004","3005","Caitlin Kelly","42","40-49","New","1","2","2","57","2013-08-26","6","0","57","0.00"
"AW00014005","3006","Noah Hughes","42","40-49","Regular","2","5","5","3319","2013-06-01","9","15","1659","221.27"
"AW00014006","3007","Brianna Walker","41","40-49","Regular","2","2","2","3295","2013-06-02","9","15","1647","219.67"
"AW00014007","3008","Rebekah Garcia","64","50+","New","2","2","2","3772","2013-01-08","1","4","1886","943.00"
"AW00014008","3009","Karen Liu","70","50+","New","2","3","3","64","2013-07-25","7","5","32","12.80"
"AW00014009","3010","Brandy Prasad","64","50+","New","2","3","3","64","2013-11-04","4","0","32","0.00"
"AW00014010","3011","Thomas Moore","69","50+","New","2","4","4","3861","2013-02-27","0","6","1930","643.50"
"AW00014011","3012","Roger Shen","68","50+","New","2","4","4","3831","2013-02-13","0","6","1915","638.50"
"AW00014012","3013","Eddie Vazquez","53","50+","VIP","3","7","7","5250","2013-12-06","3","15","1750","350.00"
"AW00014013","3014","Jimmy Blanco","62","50+","New","2","5","5","138","2013-12-12","2","7","69","19.71"
"AW00014014","3015","Leslie Serrano","62","50+","New","2","3","3","62","2013-11-02","4","5","31","12.40"
"AW00014015","3016","Kurt Lal","68","50+","New","2","2","2","60","2013-10-23","4","4","30","15.00"
"AW00014016","3017","Mary Sandidge","68","50+","New","2","5","5","121","2013-09-05","6","1","60","121.00"
"AW00014017","3018","Chloe Rodriguez","38","30-39","Regular","2","4","4","1848","2013-03-31","11","14","924","132.00"
"AW00014018","3019","Nina Rai","67","50+","New","2","4","4","64","2013-10-25","4","0","32","0.00"
"AW00014019","3020","Kathleen Romero","67","50+","New","2","3","3","62","2014-01-04","2","5","31","12.40"
"AW00014020","3021","Kristine Dominguez","65","50+","VIP","3","5","5","6831","2013-12-10","2","15","2277","455.40"
"AW00014021","3022","Michelle Richardson","43","40-49","New","1","1","1","22","2013-05-10","9","0","22","0.00"
"AW00014022","3023","Taylor Lee","44","40-49","Regular","2","6","6","1669","2013-11-05","4","20","834","83.45"
"AW00014023","3024","Beth Carlson","43","40-49","Regular","2","3","3","1575","2013-12-20","2","22","787","71.59"
"AW00014024","3025","Hannah Moore","43","40-49","Regular","2","5","5","1902","2013-04-05","11","13","951","146.31"
"AW00014025","3026","Robert Alexander","39","30-39","Regular","2","6","6","1586","2013-12-05","3","22","793","72.09"
"AW00014026","3027","Chloe Butler","45","40-49","Regular","2","4","4","1589","2013-12-09","2","21","794","75.67"
"AW00014027","3028","Carlos Perez","46","40-49","New","1","1","1","22","2013-08-07","7","0","22","0.00"
"AW00014028","3029","Patricia Srini","46","40-49","New","1","4","4","92","2013-07-19","7","0","92","0.00"
"AW00014029","3030","Christina Morris","43","40-49","New","1","2","2","57","2014-01-28","1","0","57","0.00"
"AW00014030","3031","Lawrence Sanz","63","50+","VIP","3","5","5","6905","2013-12-10","2","15","2301","460.33"
"AW00014031","3032","Ruben Suarez","59","50+","VIP","3","8","8","6964","2013-12-10","2","15","2321","464.27"
"AW00014032","3033","Arthur Chandra","63","50+","VIP","3","8","8","6859","2013-12-18","2","16","2286","428.69"
"AW00014033","3034","Melinda Torres","57","50+","VIP","3","5","5","6809","2013-12-15","2","15","2269","453.93"
"AW00014034","3035","Dennis Liang","55","50+","New","2","5","5","104","2013-12-09","2","4","52","26.00"
"AW00014035","3036","Hunter Hughes","46","40-49","New","1","3","3","66","2013-07-27","7","0","66","0.00"
"AW00014036","3037","Amanda Torres","45","40-49","Regular","2","3","3","1839","2013-04-02","11","12","919","153.25"
"AW00014037","3038","Lydia Sara","45","40-49","Regular","2","5","5","1898","2013-04-23","10","13","949","146.00"
"AW00014038","3039","Madison Foster","59","50+","VIP","3","6","6","6819","2013-12-17","2","16","2273","426.19"
"AW00014039","3040","Nathan Wang","54","50+","VIP","3","5","6","6808","2013-12-05","3","15","2269","453.87"
"AW00014040","3041","Stephanie Morris","56","50+","New","1","2","2","32","2013-06-12","8","0","32","0.00"
"AW00014041","3042","Danielle Bell","56","50+","New","2","5","5","4765","2013-09-06","6","4","2382","1191.25"
"AW00014042","3043","Stephanie Adams","62","50+","New","1","1","1","22","2013-12-12","2","0","22","0.00"
"AW00014043","3044","Mary Gonzalez","62","50+","New","1","2","2","57","2013-03-05","0","0","57","0.00"
"AW00014044","3045","Thomas Wright","62","50+","Regular","2","4","4","3357","2013-06-04","9","14","1678","239.79"
"AW00014045","3046","Tanya Ramos","52","50+","VIP","3","4","5","6804","2013-12-25","2","16","2268","425.25"
"AW00014046","3047","Cheryl Sanz","52","50+","VIP","3","5","5","5645","2013-08-16","6","12","1881","470.42"
"AW00014047","3048","Linda Alvarez","56","50+","VIP","3","4","5","5643","2013-08-13","6","12","1881","470.25"
"AW00014048","3049","Wyatt Mitchell","57","50+","VIP","3","5","5","5123","2013-12-08","2","15","1707","341.53"
"AW00014049","3050","Gina Hernandez","57","50+","VIP","3","9","9","5290","2013-12-20","2","16","1763","330.63"
"AW00014050","3051","Manuel Lopez","53","50+","New","3","5","5","5650","2013-08-04","7","11","1883","513.64"
"AW00014051","3052","Nathaniel Rivera","42","40-49","VIP","3","6","6","5607","2013-08-12","6","12","1869","467.25"
"AW00014052","3053","Jorge Ma","47","40-49","New","2","4","4","86","2013-06-05","9","4","43","21.50"
"AW00014053","3054","Tamara Huang","47","40-49","New","2","4","4","86","2013-02-08","0","0","43","0.00"
"AW00014054","3055","Reginald Martin","59","50+","New","3","5","5","280","2014-01-24","1","1","93","280.00"
"AW00014055","3056","Alejandro Kumar","59","50+","VIP","3","6","6","5177","2013-12-28","2","16","1725","323.56"
"AW00014056","3057","Nelson Sanz","59","50+","New","3","4","4","128","2014-01-18","1","8","42","16.00"
"AW00014057","3058","Lance Alonso","59","50+","New","2","4","4","115","2014-01-20","1","4","57","28.75"
"AW00014058","3059","Johnny Anand","48","40-49","New","3","7","7","5652","2013-08-03","7","11","1884","513.82"
"AW00014059","3060","Rodney Ramos","48","40-49","New","2","5","5","106","2013-07-04","8","3","53","35.33"
"AW00014060","3061","Cedric Sharma","53","50+","New","2","3","3","99","2013-10-24","4","7","49","14.14"
"AW00014061","3062","Naomi Torres","54","50+","New","2","4","4","82","2013-03-30","11","1","41","82.00"
"AW00014062","3063","Madison Clark","55","50+","New","3","5","5","5648","2013-08-16","6","11","1882","513.45"
"AW00014063","3064","Patrick Sands","49","40-49","New","3","4","5","5676","2013-08-02","7","11","1892","516.00"
"AW00014064","3065","Stacey Li","55","50+","New","3","8","8","5694","2013-08-19","6","11","1898","517.64"
"AW00014065","3066","Samuel Diaz","56","50+","VIP","3","3","4","5608","2013-08-10","6","12","1869","467.33"
"AW00014066","3067","Melody Jimenez","56","50+","New","3","8","8","3611","2013-08-09","6","11","1203","328.27"
"AW00014067","3068","Larry Sanz","57","50+","New","2","4","4","115","2013-08-16","6","4","57","28.75"
"AW00014068","3069","Brent McDonald","57","50+","New","2","3","3","77","2013-08-19","6","3","38","25.67"
"AW00014069","3070","Joy Serrano","52","50+","New","2","6","6","174","2013-12-24","2","3","87","58.00"
"AW00014070","3071","Ricky Alonso","60","50+","New","3","4","4","5619","2013-08-12","6","11","1873","510.82"
"AW00014071","3072","Jack Li","60","50+","New","3","5","5","5618","2013-07-31","7","11","1872","510.73"
"AW00014072","3073","Allen Smith","62","50+","New","2","2","2","75","2013-08-18","6","0","37","0.00"
"AW00014073","3074","Gabriel Alexander","84","50+","New","2","6","7","157","2013-10-21","4","8","78","19.63"
"AW00014074","3075","Barbara Xu","70","50+","New","2","3","3","60","2013-05-27","9","0","30","0.00"
"AW00014075","3076","Robert Harris","42","40-49","New","1","2","2","57","2013-04-23","10","0","57","0.00"
"AW00014076","3077","Justin Ross","43","40-49","New","1","2","2","72","2013-05-03","10","0","72","0.00"
"AW00014077","3078","Bryan Townsend","43","40-49","New","4","8","8","180","2013-10-19","4","2","45","90.00"
"AW00014078","3079","Ryan Alexander","43","40-49","New","1","2","2","839","2013-01-18","1","0","839","0.00"
"AW00014079","3080","Lauren Price","43","40-49","New","4","10","11","224","2014-01-26","1","11","56","20.36"
"AW00014080","3081","Cynthia Srini","43","40-49","Regular","2","4","4","1848","2013-04-06","11","12","924","154.00"
"AW00014081","3082","Nicole Butler","39","30-39","New","2","3","3","3451","2013-02-18","0","10","1725","345.10"
"AW00014082","3083","Johnny Jai","39","30-39","New","1","1","1","22","2013-12-14","2","0","22","0.00"
"AW00014083","3084","Nathan Lopez","38","30-39","Regular","2","3","3","2751","2013-03-16","11","12","1375","229.25"
"AW00014084","3085","Robert Lal","39","30-39","New","4","9","9","138","2013-08-27","6","3","34","46.00"
"AW00014085","3086","Nathan Garcia","39","30-39","New","1","3","3","37","2013-04-24","10","0","37","0.00"
"AW00014086","3087","Maurice Chander","73","50+","New","2","4","6","70","2014-01-20","1","2","35","35.00"
"AW00014087","3088","Harold Garcia","82","50+","New","3","5","5","342","2013-07-08","7","5","114","68.40"
"AW00014088","3089","Alexandra Lopez","41","40-49","Regular","2","3","3","2755","2013-05-22","9","14","1377","196.79"
"AW00014089","3090","Kaitlyn Gray","40","40-49","Regular","2","4","4","1893","2013-04-17","10","13","946","145.62"
"AW00014090","3091","Jennifer Lewis","41","40-49","New","1","2","2","86","2013-04-30","10","0","86","0.00"
"AW00014091","3092","Logan Thomas","42","40-49","New","5","10","11","251","2013-08-05","7","6","50","41.83"
"AW00014092","3093","Maurice Nath","41","40-49","New","1","2","2","57","2013-09-08","5","0","57","0.00"
"AW00014093","3094","Jillian Arthur","42","40-49","New","1","2","2","31","2013-08-23","6","0","31","0.00"
"AW00014094","3095","Amanda Russell","42","40-49","New","1","1","1","22","2013-04-26","10","0","22","0.00"
"AW00014095","3096","Paige Griffin","42","40-49","New","2","4","4","1801","2013-04-11","10","11","900","163.73"
"AW00014096","3097","Samuel Green","40","40-49","New","5","12","12","233","2014-01-20","1","7","46","33.29"
"AW00014097","3098","Johnathan Srini","39","30-39","New","1","2","2","57","2013-07-25","7","0","57","0.00"
"AW00014098","3099","Allison Lopez","40","40-49","Regular","2","4","4","1845","2013-04-12","10","12","922","153.75"
"AW00014099","3100","Rafael Lin","79","50+","New","3","5","5","200","2013-09-14","5","5","66","40.00"
"AW00014100","3101","Alisha Xu","72","50+","New","3","5","5","226","2013-12-06","3","5","75","45.20"
"AW00014101","3102","Franklin Lal","76","50+","New","3","7","7","3679","2013-08-13","6","11","1226","334.45"
"AW00014102","3103","Lisa Huang","77","50+","New","3","6","6","3666","2013-08-01","7","11","1222","333.27"
"AW00014103","3104","Monique Blanco","75","50+","Regular","3","6","7","3611","2013-09-08","5","13","1203","277.77"
"AW00014104","3105","Sydney James","43","40-49","New","2","4","4","1889","2013-04-01","11","11","944","171.73"
"AW00014105","3106","Jackson Zhang","42","40-49","Regular","2","4","4","1784","2013-04-11","10","12","892","148.67"
"AW00014106","3107","Melissa Hughes","43","40-49","Regular","2","5","5","1839","2013-04-28","10","12","919","153.25"
"AW00014107","3108","Alexandra Garcia","44","40-49","New","1","4","4","819","2013-03-19","11","0","819","0.00"
"AW00014108","3109","Thomas Yang","44","40-49","New","1","2","2","839","2013-04-08","10","0","839","0.00"
"AW00014109","3110","Aidan Gonzales","45","40-49","Regular","2","2","2","2701","2013-08-15","6","15","1350","180.07"
"AW00014110","3111","Dakota Simmons","46","40-49","New","1","4","4","819","2013-04-23","10","0","819","0.00"
"AW00014111","3112","Michael Anderson","46","40-49","New","1","2","2","77","2013-07-31","7","0","77","0.00"
"AW00014112","3113","Charles Sanchez","46","40-49","Regular","2","5","5","3361","2013-06-03","9","12","1680","280.08"
"AW00014113","3114","Natalie Lopez","47","40-49","New","1","1","1","22","2013-05-07","10","0","22","0.00"
"AW00014114","3115","Chloe Martin","47","40-49","New","1","2","2","86","2014-01-28","1","0","86","0.00"
"AW00014115","3116","Samantha Gonzales","41","40-49","Regular","2","3","3","3297","2013-06-09","8","13","1648","253.62"
"AW00014116","3117","Brianna Torres","51","50+","Regular","2","3","3","3317","2013-06-21","8","12","1658","276.42"
"AW00014117","3118","Emma Cook","50","50+","Regular","2","4","4","3352","2013-06-13","8","12","1676","279.33"
"AW00014118","3119","Elizabeth Ross","46","40-49","New","2","4","4","4741","2013-09-18","5","4","2370","1185.25"
"AW00014119","3120","Paige Cooper","52","50+","New","3","6","7","149","2013-10-28","4","6","49","24.83"
"AW00014120","3121","Gabrielle Cooper","52","50+","Regular","2","5","5","3376","2013-06-27","8","13","1688","259.69"
"AW00014121","3122","Devon Goel","52","50+","Regular","2","4","4","3319","2013-06-08","8","12","1659","276.58"
"AW00014122","3123","Kaitlyn Miller","72","50+","New","1","2","2","31","2013-04-16","10","0","31","0.00"
"AW00014123","3124","Erick Mehta","39","30-39","New","2","3","3","62","2013-07-15","7","3","31","20.67"
"AW00014124","3125","Justin Li","38","30-39","New","2","2","2","58","2013-11-14","3","6","29","9.67"
"AW00014125","3126","Shane Gonzalez","41","40-49","New","2","2","2","3772","2013-02-13","0","5","1886","754.40"
"AW00014126","3127","Andy Dominguez","40","40-49","New","2","5","6","136","2013-11-28","3","9","68","15.11"
"AW00014127","3128","Lacey Zhang","43","40-49","New","2","4","4","3809","2013-03-11","11","6","1904","634.83"
"AW00014128","3129","Ian Harris","40","40-49","New","2","5","5","3836","2013-03-05","0","6","1918","639.33"
"AW00014129","3130","Monica Martinez","39","30-39","New","2","2","2","3750","2013-04-15","10","8","1875","468.75"
"AW00014130","3131","Rebekah Serrano","40","40-49","New","2","5","5","3814","2013-04-28","10","8","1907","476.75"
"AW00014131","3132","Javier Navarro","41","40-49","New","2","3","3","3807","2013-03-30","11","7","1903","543.86"
"AW00014132","3133","Brandon Ross","42","40-49","New","2","3","3","3804","2013-05-09","9","8","1902","475.50"
"AW00014133","3134","Ricardo Kumar","41","40-49","New","2","4","4","3764","2013-05-05","10","8","1882","470.50"
"AW00014134","3135","Cassandra Fernandez","42","40-49","New","2","4","4","3835","2013-05-03","10","9","1917","426.11"
"AW00014135","3136","Clayton Xie","76","50+","New","1","3","3","87","2013-04-18","10","0","87","0.00"
"AW00014136","3137","Louis She","76","50+","New","1","4","4","72","2013-05-23","9","0","72","0.00"
"AW00014137","3138","Joy Ruiz","75","50+","Regular","2","3","3","4397","2013-06-29","8","24","2198","183.21"
"AW00014138","3139","Vincent He","75","50+","Regular","2","5","5","4443","2013-06-03","9","23","2221","193.17"
"AW00014139","3140","Meredith Sai","58","50+","Regular","2","3","3","4397","2013-06-26","8","23","2198","191.17"
"AW00014140","3141","Meagan Sai","58","50+","Regular","2","3","3","4397","2013-07-03","8","24","2198","183.21"
"AW00014141","3142","Ana Bryant","59","50+","Regular","2","5","5","3282","2013-07-25","7","17","1641","193.06"
"AW00014142","3143","Damien Zheng","58","50+","New","1","2","2","29","2013-10-29","4","0","29","0.00"
"AW00014143","3144","Jill Sandoval","53","50+","New","2","6","6","134","2014-01-17","1","9","67","14.89"
"AW00014144","3145","Lee Gutierrez","59","50+","New","1","2","2","57","2013-10-25","4","0","57","0.00"
"AW00014145","3146","Jessie Ye","60","50+","New","1","2","2","24","2013-02-06","1","0","24","0.00"
"AW00014146","3147","Toni Sara","60","50+","VIP","3","8","8","6750","2013-10-16","4","29","2250","232.76"
"AW00014147","3148","Marcus Rivera","61","50+","Regular","2","3","3","4397","2013-08-07","7","24","2198","183.21"
"AW00014148","3149","Shaun Sharma","61","50+","Regular","2","4","4","4406","2013-08-08","6","23","2203","191.57"
"AW00014149","3150","Donald Srini","47","40-49","Regular","2","3","3","4417","2013-08-23","6","24","2208","184.04"
"AW00014150","3151","Billy Munoz","60","50+","VIP","3","5","5","6705","2013-10-02","5","29","2235","231.21"
"AW00014151","3152","Marie Martin","43","40-49","New","1","2","2","86","2013-09-16","5","0","86","0.00"
"AW00014152","3153","Luke Turner","49","40-49","New","1","2","2","72","2013-07-25","7","0","72","0.00"
"AW00014153","3154","Dylan Lewis","48","40-49","New","1","3","3","49","2013-05-11","9","0","49","0.00"
"AW00014154","3155","Willie Gao","43","40-49","Regular","2","6","6","3018","2013-08-24","6","17","1509","177.53"
"AW00014155","3156","Olivia Morris","43","40-49","VIP","2","3","3","5993","2013-10-05","5","29","2996","206.66"
"AW00014156","3157","Preston Gonzalez","50","50+","New","2","5","5","230","2013-11-14","3","9","115","25.56"
"AW00014157","3158","Willie Xu","44","40-49","VIP","3","4","4","6650","2013-10-28","4","30","2216","221.67"
"AW00014158","3159","Craig Moreno","50","50+","VIP","2","5","5","5977","2013-10-20","4","30","2988","199.23"
"AW00014159","3160","Jay Malhotra","44","40-49","VIP","2","4","4","5930","2013-10-13","4","30","2965","197.67"
"AW00014160","3161","Brittney Hu","50","50+","VIP","3","8","8","6679","2013-10-09","4","25","2226","267.16"
"AW00014161","3162","Claudia Li","50","50+","VIP","3","7","7","6497","2013-11-03","4","26","2165","249.88"
"AW00014162","3163","Brett Garcia","49","40-49","VIP","3","7","7","6473","2013-12-19","2","28","2157","231.18"
"AW00014163","3164","Ebony Garcia","49","40-49","VIP","3","7","7","6566","2013-12-04","3","27","2188","243.19"
"AW00014164","3165","Kari Smith","44","40-49","VIP","3","7","7","6484","2013-12-05","3","27","2161","240.15"
"AW00014165","3166","Natalie Gray","50","50+","VIP","2","4","4","5910","2013-10-08","4","29","2955","203.79"
"AW00014166","3167","Elizabeth Jenkins","96","50+","New","1","2","2","72","2013-02-14","0","0","72","0.00"
"AW00014167","3168","Pamela Subram","68","50+","Regular","2","4","4","4406","2013-08-07","7","23","2203","191.57"
"AW00014168","3169","Edwin Guo","67","50+","New","1","4","4","72","2014-01-25","1","0","72","0.00"
"AW00014169","3170","Carmen Martinez","45","40-49","Regular","2","3","3","3262","2013-08-18","6","18","1631","181.22"
"AW00014170","3171","Rebekah Moreno","50","50+","Regular","2","4","4","3291","2013-08-01","7","16","1645","205.69"
"AW00014171","3172","Michele Lal","75","50+","VIP","3","10","10","6616","2013-12-12","2","28","2205","236.29"
"AW00014172","3173","Carla Garcia","75","50+","New","2","6","6","75","2013-09-18","5","5","37","15.00"
"AW00014173","3174","Tonya Shan","74","50+","New","1","3","3","39","2013-05-25","9","0","39","0.00"
"AW00014174","3175","Alberto Diaz","68","50+","New","1","3","3","39","2013-02-22","0","0","39","0.00"
"AW00014175","3176","Cynthia Mehta","74","50+","New","2","7","7","145","2014-01-13","1","4","72","36.25"
"AW00014176","3177","Mindy Rai","73","50+","New","1","4","4","122","2013-06-10","8","0","122","0.00"
"AW00014177","3178","Kenneth Nara","73","50+","New","1","4","4","47","2013-12-08","2","0","47","0.00"
"AW00014178","3179","Katie Raje","72","50+","New","1","3","3","87","2013-11-24","3","0","87","0.00"
"AW00014179","3180","Claudia Xu","67","50+","New","1","3","3","72","2014-01-14","1","0","72","0.00"
"AW00014180","3181","Henry Patel","73","50+","New","1","1","1","33","2013-05-09","9","0","33","0.00"
"AW00014181","3182","Adriana Chandra","72","50+","VIP","3","5","5","8326","2013-06-28","8","22","2775","378.45"
"AW00014182","3183","Steve Lin","59","50+","New","1","1","1","33","2013-09-02","6","0","33","0.00"
"AW00014183","3184","Robyn Carlson","60","50+","VIP","3","5","5","8321","2013-07-27","7","27","2773","308.19"
"AW00014184","3185","Caleb Jenkins","54","50+","New","2","6","6","105","2013-07-29","7","3","52","35.00"
"AW00014185","3186","Frank Vazquez","66","50+","VIP","4","12","13","9524","2013-07-31","7","16","2381","595.25"
"AW00014186","3187","Katrina Tang","67","50+","VIP","4","10","10","9796","2013-08-12","6","16","2449","612.25"
"AW00014187","3188","Eugene Lu","66","50+","New","1","2","2","37","2013-12-07","3","0","37","0.00"
"AW00014188","3189","Meagan Sanchez","67","50+","New","1","1","1","33","2013-07-20","7","0","33","0.00"
"AW00014189","3190","Krista Martin","68","50+","VIP","3","4","4","8317","2013-06-10","8","21","2772","396.05"
"AW00014190","3191","Candace Patel","68","50+","New","1","2","2","37","2013-07-16","7","0","37","0.00"
"AW00014191","3192","Derrick Martin","63","50+","VIP","3","5","5","8301","2013-07-15","7","27","2767","307.44"
"AW00014192","3193","Ronald Kapoor","69","50+","VIP","4","10","10","9452","2013-08-03","7","16","2363","590.75"
"AW00014193","3194","Pamela Vance","69","50+","New","1","2","2","37","2013-05-23","9","0","37","0.00"
"AW00014194","3195","Cassie Rai","69","50+","New","2","6","7","169","2013-09-27","5","6","84","28.17"
"AW00014195","3196","Clinton Blanco","69","50+","VIP","3","7","7","8316","2013-08-04","7","27","2772","308.00"
"AW00014196","3197","Felicia Dominguez","68","50+","New","2","6","6","138","2014-01-08","1","8","69","17.25"
"AW00014197","3198","Frank Gill","65","50+","New","1","3","3","107","2013-10-08","4","0","107","0.00"
"AW00014198","3199","Daisy Romero","69","50+","VIP","3","7","7","8308","2013-06-07","9","21","2769","395.62"
"AW00014199","3200","Samuel Anderson","70","50+","New","2","6","6","119","2013-08-24","6","2","59","59.50"
"AW00014200","3201","Colleen Goel","70","50+","VIP","4","10","10","9422","2013-09-28","5","18","2355","523.44"
"AW00014201","3202","Marie Serrano","71","50+","New","1","1","1","33","2013-11-14","3","0","33","0.00"
